YEAR,PRIMARY_SAMPLE_UNIT,STRAT,PROT,richness,simpson,shannon
1999,058U,INPR,1,35,11.583941605839419,16.99650131111105
1999,099U,INPR,1,36,8.478946450375023,14.022699606417687
1999,029U,MCPR,0,44,12.956729379448822,21.26215209972599
1999,031U,MCPR,0,44,5.790273451021114,8.985096922398839
1999,056U,MCPR,0,33,4.632237849283905,9.4517676196213
1999,057U,MCPR,0,48,3.4914904217468856,7.978359135546657
1999,063U,MCPR,0,39,10.947973555619432,17.674124359931202
1999,064U,MCPR,0,37,13.265874587458745,19.609042354994585
1999,065U,MCPR,0,30,7.186539260490237,13.84572512881388
1999,066U,MCPR,0,34,6.057595075840841,11.275155829141111
1999,067U,MCPR,0,30,7.701926694038875,12.68350025075886
1999,068U,MCPR,0,36,11.216867469879514,18.622529176555865
1999,069U,MCPR,0,37,9.65361206668431,14.836279831474767
1999,070U,MCPR,0,38,9.285429283933027,15.720190464395134
1999,074U,MCPR,0,29,9.247554479418886,13.747223023847441
1999,075U,MCPR,0,31,8.858446226154271,13.884881934248803
1999,078U,MCPR,0,16,5.3159188690842045,8.515706272618804
1999,090U,MCPR,0,46,11.71517529416104,21.043675318193454
1999,097U,MCPR,0,25,9.1271040879422909,13.548924569131977
1999,098U,MCPR,0,25,1.4388304344418825,2.3446275906402563
1999,111U,MCPR,0,40,12.165929003703368,18.69590330631556
1999,024U,MCPR,1,33,11.152640378610087,17.17045803114741
1999,030U,MCPR,1,39,5.562824627734341,9.894612005356182
1999,021U,OFPR,0,39,10.366669365940567,16.087576720121653
1999,221U,OFPR,0,35,10.99269183922047,18.329265850202475
1999,224U,OFPR,0,41,8.007932804479701,15.600553809804529
1999,041U,OFPR,1,44,5.922498574813285,11.746487812531582
1999,044U,OFPR,1,45,21.349384068634638,29.262785007600296
1999,045U,OFPR,1,51,10.048328477331204,19.680485806494563
1999,218U,OFPR,1,37,12.886259272341931,21.196110538819408
1999,220U,OFPR,1,30,7.610160965794768,13.835635172795655
2000,003U,FMLR,0,27,10.998078770413066,14.93718489084204
2000,004U,FMLR,0,22,4.684870735811534,8.02960800459903
2000,005U,FMLR,0,35,9.504104297440854,16.019887288925595
2000,006U,FMLR,0,30,6.365803534730783,11.11827470006036
2000,007U,FMLR,0,31,12.149417904456042,17.400756212881635
2000,008U,FMLR,0,28,6.655604719764011,12.270210935518072
2000,009U,FMLR,0,36,5.849126182459516,11.986173014815238
2000,010U,FMLR,0,31,12.144898965007396,18.08017216994575
2000,017U,FMLR,0,32,6.529124014856418,10.84780277429824
2000,025U,FMLR,0,37,5.466656924350918,12.187025709354828
2000,026U,FMLR,0,43,11.846488980010243,18.7454675068454
2000,029U,FMLR,0,35,5.527434778572092,10.243268377622568
2000,030U,FMLR,0,35,2.211209561490652,4.301632873496901
2000,031U,FMLR,0,37,12.22397835682757,18.354817690488225
2000,032U,FMLR,0,40,11.786356503892478,19.79460690016105
2000,033U,FMLR,0,39,10.492303223932621,15.490870579232658
2000,034U,FMLR,0,37,6.691750648723673,12.964729442530976
2000,035U,FMLR,0,33,6.943518154878789,11.86822413259921
2000,038U,FMLR,0,40,2.6019194486968815,5.108383453793647
2000,042U,FMLR,0,31,14.515725653656691,18.626473201779607
2000,043U,FMLR,0,29,6.5241865683603155,10.536572305012143
2000,050U,FMLR,0,38,11.135947988794328,15.656924754572033
2000,054U,FMLR,0,33,8.432536167700029,13.216798010266084
2000,055U,FMLR,0,30,7.365491183879094,12.123295841706575
2000,056U,FMLR,0,30,8.360753963300462,12.180933077355034
2000,060U,FMLR,0,44,6.444967465042227,11.100824802038504
2000,061U,FMLR,0,35,5.676379656824858,10.900367194086405
2000,062U,FMLR,0,32,7.477732559817591,12.483235097923073
2000,063U,FMLR,0,34,7.09166497667816,14.310540687632281
2000,066U,FMLR,0,50,14.171064826106047,22.72721377813291
2000,067U,FMLR,0,31,8.467574121880626,13.078085665932699
2000,068U,FMLR,0,42,10.425098574012035,15.884364371660196
2000,076U,FMLR,0,42,8.133070003651213,14.564167280816644
2000,077U,FMLR,0,46,5.393926897844426,10.560498426024497
2000,078U,FMLR,0,40,5.950551510625595,11.738894715379573
2000,086U,FMLR,0,37,10.951267475802737,15.786706392132176
2000,087U,FMLR,0,34,7.51584196394323,11.833243624575303
2000,088U,FMLR,0,46,3.921536174013296,8.075840857153294
2000,092U,FMLR,0,50,5.395912621865387,10.692587973544452
2000,093U,FMLR,0,49,7.95758476741639,13.196503937481229
2000,098U,FMLR,0,44,6.481632383593168,12.506472865096978
2000,099U,FMLR,0,47,9.072686842013834,17.496383719993776
2000,107U,FMLR,0,53,13.440104490608283,23.68089786306379
2000,108U,FMLR,0,46,12.853839960124219,19.313718545466347
2000,116U,FMLR,0,34,5.226266601082145,9.780056148411212
2000,124U,FMLR,0,42,14.46147934678195,21.485697628481795
2000,125U,FMLR,0,41,11.063767131045426,17.77067181033364
2000,126U,FMLR,0,40,5.301792114695341,10.829776871922013
2000,130U,FMLR,0,44,5.860180699668396,11.666582204075068
2000,137U,FMLR,0,37,9.831563879279491,15.906986582167203
2000,154U,FMLR,0,24,9.796828908554572,12.56238695949794
2000,155U,FMLR,0,32,5.684327982146714,10.834336665558235
2000,162U,FMLR,0,29,2.633883022897141,5.7365423087762855
2000,163U,FMLR,0,40,7.194406349063602,12.31376400184794
2000,168U,FMLR,0,30,8.154886694793614,12.017421873194813
2000,169U,FMLR,0,38,10.022174118052105,17.525646779552375
2000,170U,FMLR,0,38,5.89592880136338,10.41193694462182
2000,171U,FMLR,0,23,10.149763394373904,13.372327937109292
2000,172U,FMLR,0,39,9.846954875355003,16.04433700276138
2000,173U,FMLR,0,31,9.595795113141504,14.445668720795506
2000,175U,FMLR,0,32,2.5405184419785254,4.922668027759197
2000,177U,FMLR,0,35,8.791791633780587,14.050567185100197
2000,187U,FMLR,0,26,6.7816637028255276,10.531389044074453
2000,196U,FMLR,0,36,10.256695379552037,13.753498475338468
2000,197U,FMLR,0,45,7.804391417685983,13.621796328774911
2000,198U,FMLR,0,47,9.001029601029598,15.233341187022143
2000,199U,FMLR,0,30,11.031079155760242,15.139135278411802
2000,203U,FMLR,0,39,8.301406865763196,13.70481662724637
2000,209U,FMLR,0,39,5.431656430498192,11.23624717807286
2000,212U,FMLR,0,39,5.421091558487583,10.291235119592223
2000,213U,FMLR,0,16,3.435114503816794,5.1232846323379615
2000,214U,FMLR,0,34,5.248616409650208,9.714278179561832
2000,215U,FMLR,0,43,11.844701240135285,17.87728306710738
2000,216U,FMLR,0,38,4.437485001199904,8.716532122957892
2000,222U,FMLR,0,28,9.876677017839564,13.371693586766368
2000,226U,FMLR,0,29,6.253294189936508,9.911019359524166
2000,227U,FMLR,0,34,8.648268625393499,12.861559302555422
2000,229U,FMLR,0,33,8.180579216354342,14.081318123208527
2000,233U,FMLR,0,44,7.192298082692354,12.774559780266427
2000,002U,FMLR,1,42,10.918806291168174,18.483949816405314
2000,028U,FMLR,1,44,12.56896551724139,19.876755643026268
2000,052U,FMLR,1,38,11.510293942639528,18.384665723178905
2000,053U,FMLR,1,47,17.492847369075754,25.151578713923108
2000,057U,FMLR,1,34,6.906150494385788,12.376771949521526
2000,058U,FMLR,1,35,9.502102363346383,15.287628115818864
2000,064U,FMLR,1,45,9.341674113792077,16.557576147455652
2000,065U,FMLR,1,43,11.13637209302326,18.498199071618654
2000,094U,FMLR,1,36,7.800728841088076,12.183193522721435
2000,095U,FMLR,1,43,7.429295811138833,11.3399672271686
2000,096U,FMLR,1,46,4.927416782336559,9.618111985989135
2000,104U,FMLR,1,43,12.277851598013841,17.840243773365838
2000,105U,FMLR,1,42,8.19825155833743,13.395261971307638
2000,131U,FMLR,1,50,4.189918630667509,8.640566284574012
2000,136U,FMLR,1,48,3.7747235177526903,9.598311897470923
2000,164U,FMLR,1,36,10.747201287773466,16.08719539968328
2000,217U,FMLR,1,46,7.1635990237373495,14.037684957682146
2000,218U,FMLR,1,44,4.992958522522455,9.14370599280269
2000,044U,FSLR,0,44,6.940610230245566,13.24945760276288
2000,045U,FSLR,0,49,8.187628255105569,13.819285903629167
2000,079U,FSLR,0,35,12.797794117647053,20.018017305176976
2000,084U,FSLR,0,23,10.328335832083962,12.981215153347321
2000,089U,FSLR,0,23,7.684217975937719,10.8608041621104
2000,101U,FSLR,0,28,8.914122478128903,13.491471178859948
2000,144U,FSLR,0,40,9.852316243243832,14.816206564267977
2000,153U,FSLR,0,37,8.783111702127655,14.460772892123034
2000,165U,FSLR,0,16,6.173125569159161,8.208121233726537
2000,166U,FSLR,0,34,6.6354397346712295,12.49076113373457
2000,167U,FSLR,0,25,5.3906553658407725,9.231285883811607
2000,176U,FSLR,0,17,6.809024979854955,9.197043008946823
2000,179U,FSLR,0,28,8.454644293842641,12.569971261964975
2000,180U,FSLR,0,33,11.004646360351058,16.537618921948752
2000,200U,FSLR,0,45,11.576609247506799,18.36111821115973
2000,201U,FSLR,0,39,9.203816219950825,15.145926187356222
2000,230U,FSLR,0,24,8.411750169889416,12.511664068928702
2000,231U,FSLR,0,27,9.48418932527694,13.322009947961881
2000,232U,FSLR,0,41,8.190784891508168,14.461217457852058
2000,001U,FSLR,1,46,11.433416959992336,18.264349293499524
2000,097U,FSLR,1,53,9.194533785994032,16.45816444298912
2000,102U,FSLR,1,17,6.051272727272727,7.706510792112653
2000,121U,FSLR,1,41,9.179293026849527,13.888828801967959
2000,122U,FSLR,1,21,4.824484117783445,8.80634558400165
2000,156U,FSLR,1,16,7.162823340685781,9.448783572373298
2000,186U,FSLR,1,14,2.6984601584691292,4.8624263360039395
2000,193U,FSLR,1,16,4.698523023457863,6.394367782216109
2000,011U,HRRF,0,40,12.965096444177806,19.008116289762885
2000,012U,HRRF,0,35,8.514929761515848,13.57765337097757
2000,090U,HRRF,0,45,4.373010204699246,8.45544058953756
2000,091U,HRRF,0,48,8.669314527066298,16.16683825277563
2000,106U,HRRF,0,55,6.845593045342412,14.269565092482786
2000,115U,HRRF,0,46,6.839489346235973,12.489123756484677
2000,133U,HRRF,0,55,11.480314960629917,18.03179509383065
2000,143U,HRRF,0,42,4.6202669416280004,11.26295273506801
2000,147U,HRRF,0,44,10.748804290706952,17.71911617426574
2000,013U,HRRF,1,45,11.0132484514797,18.226514356889318
2000,014U,HRRF,1,42,7.375590809116011,13.766179002094267
2000,015U,HRRF,1,39,12.524390783757553,19.14600618967822
2000,022U,HRRF,1,49,9.06135717896425,15.978994523901981
2000,023U,HRRF,1,49,5.374551357200829,11.32718720786525
2000,024U,HRRF,1,48,7.596265565142664,15.254722882343843
2000,036U,HRRF,1,50,6.494642883018648,12.03698940178524
2000,037U,HRRF,1,48,5.724671377554897,11.535729747630375
2000,046U,HRRF,1,42,8.108583594800539,14.894154710895736
2000,047U,HRRF,1,49,12.328426796869389,18.861167438637292
2000,059U,HRRF,1,46,9.962018632055363,14.845160174574612
2000,109U,HRRF,1,42,8.91773432231962,14.218096604130213
2000,110U,HRRF,1,39,6.983527731492501,12.144381628366393
2000,135U,HRRF,1,50,11.509333816144302,17.323245291677708
2000,138U,HRRF,1,56,13.027389658014348,20.675544154619583
2000,139U,HRRF,1,41,14.337399636250726,20.205513530195113
2000,181U,HRRF,1,52,8.567578646801474,15.922040203369829
2000,182U,HRRF,1,46,8.809100091931588,16.413946556035594
2000,183U,HRRF,1,50,8.131876561178533,16.779562767782704
2000,184U,HRRF,1,34,5.652462379657252,9.897248040456116
2000,185U,HRRF,1,45,6.84637615884097,11.836677158640589
2000,189U,HRRF,1,59,12.125027032286189,19.14567327275781
2000,190U,HRRF,1,51,10.006264855301225,15.430549232392956
2000,191U,HRRF,1,51,14.285675726666355,20.939084180882624
2000,192U,HRRF,1,54,11.426888708088805,19.677277245630016
2000,194U,HRRF,1,43,15.143019172835974,20.88100546429332
2000,195U,HRRF,1,53,7.961858154633092,14.8954093852366
2000,210U,HRRF,1,49,11.391167199352676,19.682568501286944
2000,211U,HRRF,1,46,8.465830704064821,14.066073563935777
2000,223U,HRRF,1,40,7.037551477934545,12.724189683433517
2000,224U,HRRF,1,50,12.585097566488365,19.962805813521193
2000,225U,HRRF,1,45,11.28456353772809,18.55454091656607
2000,018U,INPR,0,29,7.094371964574804,11.084931301528801
2000,020U,INPR,0,30,8.53695556533216,13.035254197253051
2000,073U,INPR,0,15,2.8796592119275832,4.44688737408456
2000,074U,INPR,0,15,3.6786786786786796,6.128139532863026
2000,118U,INPR,0,11,3.9516994633273708,5.853620987829747
2000,120U,INPR,0,30,10.766001606855925,14.61999001318841
2000,141U,INPR,0,14,8.114252061248527,9.707449413008314
2000,142U,INPR,0,10,2.8166666666666673,4.899444619634177
2000,149U,INPR,0,17,4.8890336025006524,7.572211727155935
2000,150U,INPR,0,30,9.03133935720005,14.012616644800195
2000,160U,INPR,0,11,5.004343779087805,6.261603802736258
2000,019U,INPR,1,37,8.219905884734098,13.358322801870397
2000,021U,INPR,1,34,11.535469107551487,15.81773058081953
2000,117U,INPR,1,24,7.236790606653622,12.436025403426937
2000,119U,INPR,1,18,6.02227171492205,9.015447500190957
2000,158U,INPR,1,26,10.654783029520889,14.177646044898761
2000,159U,INPR,1,18,6.087268993839834,9.1756210233596
2000,016U,MCPR,0,25,7.700545549659966,12.222439890480974
2000,041U,MCPR,0,35,3.0500278647061347,6.29667002657962
2000,048U,MCPR,0,51,9.651115770555634,17.52144424637647
2000,049U,MCPR,0,40,8.68781265217584,15.365672681244078
2000,069U,MCPR,0,43,17.073550992570443,24.313253010368285
2000,072U,MCPR,0,40,12.655009882925352,18.58364468770428
2000,075U,MCPR,0,20,7.78983204720835,10.605357782328195
2000,082U,MCPR,0,35,8.925120933006426,14.952969047800655
2000,083U,MCPR,0,36,7.358403026094153,11.954344268751885
2000,085U,MCPR,0,36,6.729649798617448,11.473272626958567
2000,100U,MCPR,0,28,7.191522330498264,10.73254522664461
2000,134U,MCPR,0,33,9.536205316223652,16.02865270733611
2000,145U,MCPR,0,30,10.625855387913273,15.536170752816755
2000,146U,MCPR,0,43,12.149163280765793,19.33479940504164
2000,148U,MCPR,0,33,6.22011357918194,11.614621023243858
2000,151U,MCPR,0,38,10.202155625657202,16.595822699312606
2000,161U,MCPR,0,31,9.169027845627749,14.143971525283096
2000,174U,MCPR,0,34,2.020398181713563,4.5488428995636605
2000,178U,MCPR,0,29,4.192158689163157,8.479840077146658
2000,188U,MCPR,0,29,8.611976630963973,12.728179709054176
2000,202U,MCPR,0,31,6.664518037571065,12.853506387868237
2000,204U,MCPR,0,40,6.55386593349249,11.280020066113794
2000,205U,MCPR,0,33,9.174417940580184,14.598017105195751
2000,206U,MCPR,0,27,6.8533591731266155,12.54489230441571
2000,207U,MCPR,0,33,6.055668439013169,12.466574088096337
2000,070U,MCPR,1,38,11.363959736623016,17.935165519376667
2000,071U,MCPR,1,41,13.8982929692755,20.977207302479442
2000,081U,MCPR,1,39,9.865934065934063,15.435195250859781
2000,123U,MCPR,1,40,10.195889723239945,16.155665860192784
2000,129U,MCPR,1,37,12.638351480248366,19.072091892325812
2000,027U,OFPR,0,24,3.8886365621451646,7.5773183422765635
2000,039U,OFPR,0,35,10.618021006080712,16.445679514673124
2000,103U,OFPR,0,37,10.286146434373423,15.415608862342324
2000,113U,OFPR,0,38,10.021296734500705,16.365269715049855
2000,114U,OFPR,0,47,21.885672330606265,28.407074531803747
2000,152U,OFPR,0,52,8.957495524749177,16.847694396361756
2000,208U,OFPR,0,33,8.476391761849085,12.208366917209991
2000,219U,OFPR,0,50,10.926130530432655,16.485817698900522
2000,220U,OFPR,0,36,7.487853314693204,13.527593037402147
2000,111U,OFPR,1,39,10.605577689243031,18.223039018495477
2000,112U,OFPR,1,48,17.498142888354813,26.020634615882287
2000,127U,OFPR,1,45,13.588853517464008,19.40235450925255
2000,128U,OFPR,1,42,12.30262866015972,17.661149641705656
2000,132U,OFPR,1,39,11.636119870222382,18.095324631087706
2000,140U,OFPR,1,29,7.9512195121951255,12.8579012520926
2000,157U,OFPR,1,47,12.059535154167943,18.31923009568524
2001,035U,FDLR,0,36,5.203031677629091,8.667267137724094
2001,038U,FDLR,0,38,5.999812159539165,9.634110946578739
2001,104U,FDLR,0,48,3.2054018060689953,5.891368308397692
2001,120U,FDLR,0,52,1.763864504235614,3.2169433034903188
2001,221U,FDLR,0,39,4.565591773648802,8.71845608140621
2001,291U,FDLR,0,42,4.6461538461538465,10.067328483297976
2001,292U,FDLR,0,47,2.923051899865455,6.95884240601793
2001,293U,FDLR,0,46,2.848056455964577,6.64904471447903
2001,294U,FDLR,0,45,1.7839127471029315,3.6783763270099903
2001,295U,FDLR,0,41,1.6867531249942327,3.501610762633237
2001,296U,FDLR,0,38,2.1713207334591442,4.950593781163216
2001,297U,FDLR,0,17,5.247223845704266,7.960930468630852
2001,298U,FDLR,0,36,8.831054106854666,13.604213600415546
2001,303U,FDLR,0,31,3.483513964417162,6.979649510471629
2001,014U,FMLR,0,43,6.0981675208874515,11.937212018305873
2001,015U,FMLR,0,36,5.322256040747873,11.113996400793125
2001,020U,FMLR,0,24,4.642363243185519,7.621597325198742
2001,021U,FMLR,0,35,7.424046397501673,12.70668266103803
2001,024U,FMLR,0,42,13.706365251485622,19.75431642799697
2001,031U,FMLR,0,43,6.090611787929232,12.006703814401948
2001,033U,FMLR,0,49,10.203020786600868,16.89303359118722
2001,037U,FMLR,0,35,6.274922311871401,11.518985628751311
2001,041U,FMLR,0,8,2.7828830605403274,3.71325264961227
2001,074U,FMLR,0,31,3.2823944298761196,6.749856135418421
2001,088U,FMLR,0,30,8.166340744306384,13.468851905633649
2001,092U,FMLR,0,25,7.568351400683843,11.040545310342145
2001,097U,FMLR,0,36,4.387617388518451,7.963934290124759
2001,098U,FMLR,0,41,9.528946398042306,14.90938168827361
2001,101U,FMLR,0,39,2.864379901426061,4.944402710419124
2001,103U,FMLR,0,26,4.084040293291305,6.720156375358064
2001,106U,FMLR,0,23,3.6754861754200303,6.342373098611468
2001,111U,FMLR,0,33,4.593460944651665,7.498406141270132
2001,112U,FMLR,0,31,5.468141268483441,9.399673930358198
2001,113U,FMLR,0,42,4.085534238247226,7.994125158221682
2001,115U,FMLR,0,32,1.2998657917403125,1.978915620817027
2001,116U,FMLR,0,24,6.4998844464987275,9.903301848056593
2001,117U,FMLR,0,33,1.673843579782453,3.3241321085884996
2001,118U,FMLR,0,31,6.874264514072056,11.150655602167822
2001,119U,FMLR,0,29,6.321158626287224,10.807593862393524
2001,121U,FMLR,0,39,10.170182559846648,15.653211554072271
2001,124U,FMLR,0,48,3.934626079750659,6.411314591434784
2001,125U,FMLR,0,45,11.78466231798244,20.129854305628246
2001,126U,FMLR,0,44,3.981972363221964,9.88783791987595
2001,131U,FMLR,0,32,11.122822299651567,16.917812741791753
2001,132U,FMLR,0,30,3.376400535271712,6.879188976646633
2001,134U,FMLR,0,35,10.017208413001912,15.06761434450073
2001,140U,FMLR,0,34,7.9773581752861515,14.153988627089438
2001,148U,FMLR,0,27,1.934731782878403,3.703421219573696
2001,150U,FMLR,0,24,6.310835461510395,9.826363717537053
2001,154U,FMLR,0,36,7.753273604410753,13.638221811412048
2001,166U,FMLR,0,39,3.802317591049986,7.445774717095249
2001,173U,FMLR,0,33,5.819869044931137,10.472051254189338
2001,182U,FMLR,0,38,15.218009478672986,21.698456672947216
2001,185U,FMLR,0,43,6.112074274075126,11.08934120534808
2001,205U,FMLR,0,33,12.043198587374654,16.145294580161536
2001,206U,FMLR,0,38,4.5306057262326505,9.135375873975608
2001,209U,FMLR,0,36,4.423908965862197,9.383451158198325
2001,227U,FMLR,0,47,5.390347649043654,10.21997821510228
